,Date,Country/Region,Confirmed,Deaths,WHO Region_x,Population,Total Cases,Total Deaths,% of Cases,% of Cases that Die,% of Population that Dies,_merge,Cases Death Rate,Country Cases Death Rate,country_flag
672,6/17/20,India,366946,12237,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.03334823107487205,0.021860386134849686,Medium Death Rate
673,6/18/20,India,380532,12573,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.03304058528586295,0.021860386134849686,Medium Death Rate
674,6/19/20,India,395048,12948,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.032775763957797535,0.021860386134849686,Medium Death Rate
675,6/20/20,India,410451,13254,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.03229130882858124,0.021860386134849686,Medium Death Rate
676,6/21/20,India,425282,13699,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.032211567853800534,0.021860386134849686,Medium Death Rate
677,6/22/20,India,440215,14011,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.031827629680951354,0.021860386134849686,Medium Death Rate
678,6/23/20,India,456183,14476,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.031732879129647534,0.021860386134849686,Medium Death Rate
679,6/24/20,India,473105,14894,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.03148138362519948,0.021860386134849686,Medium Death Rate
680,6/25/20,India,490401,15301,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.031200996735324765,0.021860386134849686,Medium Death Rate
681,6/26/20,India,508953,15685,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.030818169850654185,0.021860386134849686,Medium Death Rate
682,6/27/20,India,528859,16095,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.030433442562195216,0.021860386134849686,Medium Death Rate
683,6/28/20,India,548318,16475,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.03004643290937011,0.021860386134849686,Medium Death Rate
684,6/29/20,India,566840,16893,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.029802060546185873,0.021860386134849686,Medium Death Rate
685,6/30/20,India,585481,17400,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.029719153994749618,0.021860386134849686,Medium Death Rate
686,7/1/20,India,604641,17834,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.029495188053737673,0.021860386134849686,Medium Death Rate
687,7/2/20,India,625544,18213,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.029115457905439106,0.021860386134849686,Medium Death Rate
688,7/3/20,India,648315,18655,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.028774592597734128,0.021860386134849686,Medium Death Rate
689,7/4/20,India,673165,19268,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.02862299733349179,0.021860386134849686,Medium Death Rate
690,7/5/20,India,697413,19693,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.028237213817350695,0.021860386134849686,Medium Death Rate
691,7/6/20,India,719664,20159,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.028011683229951755,0.021860386134849686,Medium Death Rate
692,7/7/20,India,742417,20642,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.02780378143280663,0.021860386134849686,Medium Death Rate
693,7/8/20,India,767296,21129,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.0275369609642172,0.021860386134849686,Medium Death Rate
694,7/9/20,India,793802,21604,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.027215854835336773,0.021860386134849686,Medium Death Rate
695,7/10/20,India,820916,22123,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.02694916410448816,0.021860386134849686,Medium Death Rate
696,7/11/20,India,849522,22673,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.026689126355762417,0.021860386134849686,Medium Death Rate
697,7/12/20,India,878254,23174,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.0263864440127799,0.021860386134849686,Medium Death Rate
698,7/13/20,India,906752,23727,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.026167022515527952,0.021860386134849686,Medium Death Rate
699,7/14/20,India,936181,24309,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.02596613261751734,0.021860386134849686,Medium Death Rate
700,7/15/20,India,968857,24914,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.025714837174113415,0.021860386134849686,Medium Death Rate
701,7/16/20,India,1003832,25602,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.025504267646379076,0.021860386134849686,Medium Death Rate
702,7/17/20,India,1039084,26273,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.02528477004746488,0.021860386134849686,Medium Death Rate
703,7/18/20,India,1077781,26816,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.024880750356519554,0.021860386134849686,Medium Death Rate
704,7/19/20,India,1118206,27497,South-East Asia,1381344997,2025409,41638,0.147%,2.056%,0.003%,both,0.024590281218308613,0.021860386134849686,Medium Death Rate
705,1/31/20,Italy,2,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
706,2/1/20,Italy,2,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
707,2/2/20,Italy,2,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
708,2/3/20,Italy,2,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
709,2/4/20,Italy,2,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
710,2/5/20,Italy,2,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
711,2/6/20,Italy,2,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
712,2/7/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
713,2/8/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
714,2/9/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
715,2/10/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
716,2/11/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
717,2/12/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
718,2/13/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
719,2/14/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
720,2/15/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
721,2/16/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
722,2/17/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
723,2/18/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
724,2/19/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
725,2/20/20,Italy,3,0,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0,0.10457062329212494,High Death Rate
726,2/21/20,Italy,20,1,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.05,0.10457062329212494,High Death Rate
727,2/22/20,Italy,62,2,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.03225806451612903,0.10457062329212494,High Death Rate
728,2/23/20,Italy,155,3,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.01935483870967742,0.10457062329212494,High Death Rate
729,2/24/20,Italy,229,7,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.03056768558951965,0.10457062329212494,High Death Rate
730,2/25/20,Italy,322,10,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.031055900621118012,0.10457062329212494,High Death Rate
731,2/26/20,Italy,453,12,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.026490066225165563,0.10457062329212494,High Death Rate
732,2/27/20,Italy,655,17,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.025954198473282442,0.10457062329212494,High Death Rate
733,2/28/20,Italy,888,21,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.02364864864864865,0.10457062329212494,High Death Rate
734,2/29/20,Italy,1128,29,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.025709219858156027,0.10457062329212494,High Death Rate
735,3/1/20,Italy,1694,34,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.020070838252656435,0.10457062329212494,High Death Rate
736,3/2/20,Italy,2036,52,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.025540275049115914,0.10457062329212494,High Death Rate
737,3/3/20,Italy,2502,79,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.03157474020783373,0.10457062329212494,High Death Rate
738,3/4/20,Italy,3089,107,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.03463904176108773,0.10457062329212494,High Death Rate
739,3/5/20,Italy,3858,148,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0383618455158113,0.10457062329212494,High Death Rate
740,3/6/20,Italy,4636,197,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.042493528904227786,0.10457062329212494,High Death Rate
741,3/7/20,Italy,5883,233,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.039605643379228284,0.10457062329212494,High Death Rate
742,3/8/20,Italy,7375,366,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0496271186440678,0.10457062329212494,High Death Rate
743,3/9/20,Italy,9172,463,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.050479720889664195,0.10457062329212494,High Death Rate
744,3/10/20,Italy,10149,631,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.062173613163858506,0.10457062329212494,High Death Rate
745,3/11/20,Italy,12462,827,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.06636173968865351,0.10457062329212494,High Death Rate
746,3/12/20,Italy,15113,1016,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.06722689075630252,0.10457062329212494,High Death Rate
747,3/13/20,Italy,17660,1266,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.07168742921857305,0.10457062329212494,High Death Rate
748,3/14/20,Italy,21157,1441,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.06810984544122513,0.10457062329212494,High Death Rate
749,3/15/20,Italy,24747,1809,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0730997696690508,0.10457062329212494,High Death Rate
750,3/16/20,Italy,27980,2158,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0771265189421015,0.10457062329212494,High Death Rate
751,3/17/20,Italy,31506,2503,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.07944518504411859,0.10457062329212494,High Death Rate
752,3/18/20,Italy,35713,2978,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.08338700193206955,0.10457062329212494,High Death Rate
753,3/19/20,Italy,41035,3405,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.08297794565614719,0.10457062329212494,High Death Rate
754,3/20/20,Italy,47021,4032,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.08574892069500861,0.10457062329212494,High Death Rate
755,3/21/20,Italy,53578,4825,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.0900556198439658,0.10457062329212494,High Death Rate
756,3/22/20,Italy,59138,5476,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.09259697656329263,0.10457062329212494,High Death Rate
757,3/23/20,Italy,63927,6077,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.09506155458569931,0.10457062329212494,High Death Rate
758,3/24/20,Italy,69176,6820,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.09858910604834047,0.10457062329212494,High Death Rate
759,3/25/20,Italy,74386,7503,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.10086575430860646,0.10457062329212494,High Death Rate
760,3/26/20,Italy,80589,8215,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.10193698891908325,0.10457062329212494,High Death Rate
761,3/27/20,Italy,86498,9134,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.10559781729057319,0.10457062329212494,High Death Rate
762,3/28/20,Italy,92472,10023,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.10838956657150273,0.10457062329212494,High Death Rate
763,3/29/20,Italy,97689,10779,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1103399563922243,0.10457062329212494,High Death Rate
764,3/30/20,Italy,101739,11591,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.11392877854116908,0.10457062329212494,High Death Rate
765,3/31/20,Italy,105792,12428,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.11747580157289776,0.10457062329212494,High Death Rate
766,4/1/20,Italy,110574,13155,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.11897010147050843,0.10457062329212494,High Death Rate
767,4/2/20,Italy,115242,13915,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12074590860970827,0.10457062329212494,High Death Rate
768,4/3/20,Italy,119827,14681,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1225182972118137,0.10457062329212494,High Death Rate
769,4/4/20,Italy,124632,15362,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12325887412542526,0.10457062329212494,High Death Rate
770,4/5/20,Italy,128948,15887,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12320470267084406,0.10457062329212494,High Death Rate
771,4/6/20,Italy,132547,16523,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12465766860057187,0.10457062329212494,High Death Rate
772,4/7/20,Italy,135586,17127,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12631835145221484,0.10457062329212494,High Death Rate
773,4/8/20,Italy,139422,17669,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12673035819311157,0.10457062329212494,High Death Rate
774,4/9/20,Italy,143626,18279,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12726804339047249,0.10457062329212494,High Death Rate
775,4/10/20,Italy,147577,18849,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12772315469212683,0.10457062329212494,High Death Rate
776,4/11/20,Italy,152271,19468,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12785100248898346,0.10457062329212494,High Death Rate
777,4/12/20,Italy,156363,19899,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12726156443659944,0.10457062329212494,High Death Rate
778,4/13/20,Italy,159516,20465,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12829434037964843,0.10457062329212494,High Death Rate
779,4/14/20,Italy,162488,21067,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.12965265127270936,0.10457062329212494,High Death Rate
780,4/15/20,Italy,165155,21645,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1310587024310496,0.10457062329212494,High Death Rate
781,4/16/20,Italy,168941,22170,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1312292457130004,0.10457062329212494,High Death Rate
782,4/17/20,Italy,172434,22745,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1319055406706334,0.10457062329212494,High Death Rate
783,4/18/20,Italy,175925,23227,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13202785277817253,0.10457062329212494,High Death Rate
784,4/19/20,Italy,178972,23660,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13219945019332632,0.10457062329212494,High Death Rate
785,4/20/20,Italy,181228,24114,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13305890921932592,0.10457062329212494,High Death Rate
786,4/21/20,Italy,183957,24648,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13398783411340695,0.10457062329212494,High Death Rate
787,4/22/20,Italy,187327,25085,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1339102211640607,0.10457062329212494,High Death Rate
788,4/23/20,Italy,189973,25549,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13448753243882025,0.10457062329212494,High Death Rate
789,4/24/20,Italy,192994,25969,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13455858731359524,0.10457062329212494,High Death Rate
790,4/25/20,Italy,195351,26384,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13505945707982042,0.10457062329212494,High Death Rate
791,4/26/20,Italy,197675,26644,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13478689768559504,0.10457062329212494,High Death Rate
792,4/27/20,Italy,199414,26977,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13528137442707133,0.10457062329212494,High Death Rate
793,4/28/20,Italy,201505,27359,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13577330587330338,0.10457062329212494,High Death Rate
794,4/29/20,Italy,203591,27682,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13596868230913942,0.10457062329212494,High Death Rate
795,4/30/20,Italy,205463,27967,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13611696509833887,0.10457062329212494,High Death Rate
796,5/1/20,Italy,207428,28236,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13612434194033593,0.10457062329212494,High Death Rate
797,5/2/20,Italy,209328,28710,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13715317587709241,0.10457062329212494,High Death Rate
798,5/3/20,Italy,210717,28884,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1370748444596307,0.10457062329212494,High Death Rate
799,5/4/20,Italy,211938,29079,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13720522039464372,0.10457062329212494,High Death Rate
800,5/5/20,Italy,213013,29315,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13762070859525005,0.10457062329212494,High Death Rate
801,5/6/20,Italy,214457,29684,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13841469385471214,0.10457062329212494,High Death Rate
802,5/7/20,Italy,215858,29958,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13878568318060946,0.10457062329212494,High Death Rate
803,5/8/20,Italy,217185,30201,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1390565646798812,0.10457062329212494,High Death Rate
804,5/9/20,Italy,218268,30395,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1392554107794088,0.10457062329212494,High Death Rate
805,5/10/20,Italy,219070,30560,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1394987903409869,0.10457062329212494,High Death Rate
806,5/11/20,Italy,219814,30739,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1398409564449944,0.10457062329212494,High Death Rate
807,5/12/20,Italy,221216,30911,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.13973220743526688,0.10457062329212494,High Death Rate
808,5/13/20,Italy,222104,31106,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14005150740193784,0.10457062329212494,High Death Rate
809,5/14/20,Italy,223096,31368,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14060314842041094,0.10457062329212494,High Death Rate
810,5/15/20,Italy,223885,31610,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14118855662505303,0.10457062329212494,High Death Rate
811,5/16/20,Italy,224760,31763,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14131962982737142,0.10457062329212494,High Death Rate
812,5/17/20,Italy,225435,31908,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1415396899327966,0.10457062329212494,High Death Rate
813,5/18/20,Italy,225886,32007,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14169536846019673,0.10457062329212494,High Death Rate
814,5/19/20,Italy,226699,32169,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14190181694670026,0.10457062329212494,High Death Rate
815,5/20/20,Italy,227364,32330,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1421948945303566,0.10457062329212494,High Death Rate
816,5/21/20,Italy,228006,32486,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14247870670070087,0.10457062329212494,High Death Rate
817,5/22/20,Italy,228658,32616,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1426409747308207,0.10457062329212494,High Death Rate
818,5/23/20,Italy,229327,32735,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14274376763311777,0.10457062329212494,High Death Rate
819,5/24/20,Italy,229858,32785,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14263153773199105,0.10457062329212494,High Death Rate
820,5/25/20,Italy,230158,32877,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14284534971628185,0.10457062329212494,High Death Rate
821,5/26/20,Italy,230555,32955,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14293769382576826,0.10457062329212494,High Death Rate
822,5/27/20,Italy,231139,33072,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14308273376626185,0.10457062329212494,High Death Rate
823,5/28/20,Italy,231732,33142,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1430186594859579,0.10457062329212494,High Death Rate
824,5/29/20,Italy,232248,33229,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14307550549412698,0.10457062329212494,High Death Rate
825,5/30/20,Italy,232664,33340,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1432967713096998,0.10457062329212494,High Death Rate
826,5/31/20,Italy,232997,33415,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14341386369781586,0.10457062329212494,High Death Rate
827,6/1/20,Italy,233197,33475,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14354815885281544,0.10457062329212494,High Death Rate
828,6/2/20,Italy,233515,33530,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1435882063250755,0.10457062329212494,High Death Rate
829,6/3/20,Italy,233836,33601,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14369472621837528,0.10457062329212494,High Death Rate
830,6/4/20,Italy,234013,33689,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14396208757633122,0.10457062329212494,High Death Rate
831,6/5/20,Italy,234531,33774,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14400654924082532,0.10457062329212494,High Death Rate
832,6/6/20,Italy,234801,33846,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14414759732709825,0.10457062329212494,High Death Rate
833,6/7/20,Italy,234998,33899,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1442522915088639,0.10457062329212494,High Death Rate
834,6/8/20,Italy,235278,33964,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14435688844685862,0.10457062329212494,High Death Rate
835,6/9/20,Italy,235561,34043,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14451882951761963,0.10457062329212494,High Death Rate
836,6/10/20,Italy,235763,34114,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14469615673366898,0.10457062329212494,High Death Rate
837,6/11/20,Italy,236142,34167,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1446883654750108,0.10457062329212494,High Death Rate
838,6/12/20,Italy,236305,34223,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1448255432597702,0.10457062329212494,High Death Rate
839,6/13/20,Italy,236651,34301,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14494339766153533,0.10457062329212494,High Death Rate
840,6/14/20,Italy,236989,34345,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14492233816759428,0.10457062329212494,High Death Rate
841,6/15/20,Italy,237290,34371,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14484807619368706,0.10457062329212494,High Death Rate
842,6/16/20,Italy,237500,34405,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14486315789473683,0.10457062329212494,High Death Rate
843,6/17/20,Italy,237828,34448,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1448441730998873,0.10457062329212494,High Death Rate
844,6/18/20,Italy,238159,34514,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14491999042656376,0.10457062329212494,High Death Rate
845,6/19/20,Italy,238011,34561,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1452075744398368,0.10457062329212494,High Death Rate
846,6/20/20,Italy,238275,34610,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14525233448746197,0.10457062329212494,High Death Rate
847,6/21/20,Italy,238499,34634,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14521654178843518,0.10457062329212494,High Death Rate
848,6/22/20,Italy,238720,34657,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14517845174262733,0.10457062329212494,High Death Rate
849,6/23/20,Italy,238833,34675,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14518512935817077,0.10457062329212494,High Death Rate
850,6/24/20,Italy,239410,34644,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1447057349317071,0.10457062329212494,High Death Rate
851,6/25/20,Italy,239706,34678,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14466888605208048,0.10457062329212494,High Death Rate
852,6/26/20,Italy,239961,34708,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14464017069440452,0.10457062329212494,High Death Rate
853,6/27/20,Italy,240136,34716,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14456807808908284,0.10457062329212494,High Death Rate
854,6/28/20,Italy,240310,34738,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14455494985643544,0.10457062329212494,High Death Rate
855,6/29/20,Italy,240436,34744,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14450415079272655,0.10457062329212494,High Death Rate
856,6/30/20,Italy,240578,34767,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14451446100640955,0.10457062329212494,High Death Rate
857,7/1/20,Italy,240760,34788,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1444924406047516,0.10457062329212494,High Death Rate
858,7/2/20,Italy,240961,34818,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.14449641228248555,0.10457062329212494,High Death Rate
859,7/3/20,Italy,241184,34833,Europe,60452568,249204,35187,0.412%,14.120%,0.058%,both,0.1444250033169696,0.10457062329212494,High Death Rate
